4.039999961853027344e+00,4.530000209808349609e+00,4.460000038146972656e+00,4.320000171661376953e+00,4.099999904632568359e+00,1.000000000000000000e+00
4.530000209808349609e+00,4.460000038146972656e+00,4.320000171661376953e+00,4.099999904632568359e+00,4.230000019073486328e+00,1.000000000000000000e+00
4.460000038146972656e+00,4.320000171661376953e+00,4.099999904632568359e+00,4.230000019073486328e+00,4.239999771118164062e+00,0.000000000000000000e+00
4.320000171661376953e+00,4.099999904632568359e+00,4.230000019073486328e+00,4.239999771118164062e+00,4.079999923706054688e+00,0.000000000000000000e+00
4.099999904632568359e+00,4.230000019073486328e+00,4.239999771118164062e+00,4.079999923706054688e+00,3.990000009536743164e+00,0.000000000000000000e+00
4.230000019073486328e+00,4.239999771118164062e+00,4.079999923706054688e+00,3.990000009536743164e+00,3.970000028610229492e+00,1.000000000000000000e+00
4.239999771118164062e+00,4.079999923706054688e+00,3.990000009536743164e+00,3.970000028610229492e+00,4.070000171661376953e+00,0.000000000000000000e+00
4.079999923706054688e+00,3.990000009536743164e+00,3.970000028610229492e+00,4.070000171661376953e+00,3.869999885559082031e+00,0.000000000000000000e+00
3.990000009536743164e+00,3.970000028610229492e+00,4.070000171661376953e+00,3.869999885559082031e+00,3.799999952316284180e+00,1.000000000000000000e+00
3.970000028610229492e+00,4.070000171661376953e+00,3.869999885559082031e+00,3.799999952316284180e+00,3.950000047683715820e+00,1.000000000000000000e+00
4.070000171661376953e+00,3.869999885559082031e+00,3.799999952316284180e+00,3.950000047683715820e+00,4.039999961853027344e+00,0.000000000000000000e+00
3.869999885559082031e+00,3.799999952316284180e+00,3.950000047683715820e+00,4.039999961853027344e+00,3.970000028610229492e+00,1.000000000000000000e+00
3.799999952316284180e+00,3.950000047683715820e+00,4.039999961853027344e+00,3.970000028610229492e+00,4.119999885559082031e+00,1.000000000000000000e+00
3.950000047683715820e+00,4.039999961853027344e+00,3.970000028610229492e+00,4.119999885559082031e+00,4.269999980926513672e+00,0.000000000000000000e+00
4.039999961853027344e+00,3.970000028610229492e+00,4.119999885559082031e+00,4.269999980926513672e+00,4.170000076293945312e+00,0.000000000000000000e+00
3.970000028610229492e+00,4.119999885559082031e+00,4.269999980926513672e+00,4.170000076293945312e+00,4.039999961853027344e+00,0.000000000000000000e+00
4.119999885559082031e+00,4.269999980926513672e+00,4.170000076293945312e+00,4.039999961853027344e+00,3.910000085830688921e+00,0.000000000000000000e+00
4.269999980926513672e+00,4.170000076293945312e+00,4.039999961853027344e+00,3.910000085830688921e+00,3.890000104904174805e+00,0.000000000000000000e+00
4.170000076293945312e+00,4.039999961853027344e+00,3.910000085830688921e+00,3.890000104904174805e+00,3.809999942779541016e+00,0.000000000000000000e+00
4.039999961853027344e+00,3.910000085830688921e+00,3.890000104904174805e+00,3.809999942779541016e+00,3.809999942779541016e+00,1.000000000000000000e+00
3.910000085830688921e+00,3.890000104904174805e+00,3.809999942779541016e+00,3.809999942779541016e+00,4.010000228881835938e+00,0.000000000000000000e+00
3.890000104904174805e+00,3.809999942779541016e+00,3.809999942779541016e+00,4.010000228881835938e+00,3.960000038146972656e+00,1.000000000000000000e+00
3.809999942779541016e+00,3.809999942779541016e+00,4.010000228881835938e+00,3.960000038146972656e+00,9.060000419616699219e+00,0.000000000000000000e+00
3.809999942779541016e+00,4.010000228881835938e+00,3.960000038146972656e+00,9.060000419616699219e+00,6.239999771118164062e+00,0.000000000000000000e+00
4.010000228881835938e+00,3.960000038146972656e+00,9.060000419616699219e+00,6.239999771118164062e+00,5.619999885559082031e+00,1.000000000000000000e+00
3.960000038146972656e+00,9.060000419616699219e+00,6.239999771118164062e+00,5.619999885559082031e+00,5.789999961853027344e+00,1.000000000000000000e+00
9.060000419616699219e+00,6.239999771118164062e+00,5.619999885559082031e+00,5.789999961853027344e+00,8.319999694824218750e+00,0.000000000000000000e+00
6.239999771118164062e+00,5.619999885559082031e+00,5.789999961853027344e+00,8.319999694824218750e+00,5.789999961853027344e+00,1.000000000000000000e+00
5.619999885559082031e+00,5.789999961853027344e+00,8.319999694824218750e+00,5.789999961853027344e+00,6.010000228881835938e+00,1.000000000000000000e+00
5.789999961853027344e+00,8.319999694824218750e+00,5.789999961853027344e+00,6.010000228881835938e+00,6.179999828338623047e+00,0.000000000000000000e+00
8.319999694824218750e+00,5.789999961853027344e+00,6.010000228881835938e+00,6.179999828338623047e+00,5.480000019073486328e+00,1.000000000000000000e+00
5.789999961853027344e+00,6.010000228881835938e+00,6.179999828338623047e+00,5.480000019073486328e+00,6.269999980926513672e+00,0.000000000000000000e+00
6.010000228881835938e+00,6.179999828338623047e+00,5.480000019073486328e+00,6.269999980926513672e+00,6.070000171661376953e+00,0.000000000000000000e+00
6.179999828338623047e+00,5.480000019073486328e+00,6.269999980926513672e+00,6.070000171661376953e+00,5.619999885559082031e+00,1.000000000000000000e+00
5.480000019073486328e+00,6.269999980926513672e+00,6.070000171661376953e+00,5.619999885559082031e+00,5.940000057220458984e+00,1.000000000000000000e+00
6.269999980926513672e+00,6.070000171661376953e+00,5.619999885559082031e+00,5.940000057220458984e+00,8.250000000000000000e+00,1.000000000000000000e+00
6.070000171661376953e+00,5.619999885559082031e+00,5.940000057220458984e+00,8.250000000000000000e+00,8.880000114440917969e+00,1.000000000000000000e+00
5.619999885559082031e+00,5.940000057220458984e+00,8.250000000000000000e+00,8.880000114440917969e+00,8.899999618530273438e+00,0.000000000000000000e+00
5.940000057220458984e+00,8.250000000000000000e+00,8.880000114440917969e+00,8.899999618530273438e+00,8.760000228881835938e+00,0.000000000000000000e+00
8.250000000000000000e+00,8.880000114440917969e+00,8.899999618530273438e+00,8.760000228881835938e+00,8.239999771118164062e+00,0.000000000000000000e+00
8.880000114440917969e+00,8.899999618530273438e+00,8.760000228881835938e+00,8.239999771118164062e+00,8.239999771118164062e+00,1.000000000000000000e+00
8.899999618530273438e+00,8.760000228881835938e+00,8.239999771118164062e+00,8.239999771118164062e+00,1.011999988555908203e+01,1.000000000000000000e+00
8.760000228881835938e+00,8.239999771118164062e+00,8.239999771118164062e+00,1.011999988555908203e+01,1.075000000000000000e+01,1.000000000000000000e+00
8.239999771118164062e+00,8.239999771118164062e+00,1.011999988555908203e+01,1.075000000000000000e+01,1.268999958038330078e+01,1.000000000000000000e+00
8.239999771118164062e+00,1.011999988555908203e+01,1.075000000000000000e+01,1.268999958038330078e+01,1.369999980926513672e+01,0.000000000000000000e+00
1.011999988555908203e+01,1.075000000000000000e+01,1.268999958038330078e+01,1.369999980926513672e+01,1.230000019073486328e+01,0.000000000000000000e+00
1.075000000000000000e+01,1.268999958038330078e+01,1.369999980926513672e+01,1.230000019073486328e+01,1.018000030517577947e+01,0.000000000000000000e+00
1.268999958038330078e+01,1.369999980926513672e+01,1.230000019073486328e+01,1.018000030517577947e+01,9.489999771118164062e+00,1.000000000000000000e+00
1.369999980926513672e+01,1.230000019073486328e+01,1.018000030517577947e+01,9.489999771118164062e+00,1.064999961853027166e+01,0.000000000000000000e+00
1.230000019073486328e+01,1.018000030517577947e+01,9.489999771118164062e+00,1.064999961853027166e+01,9.000000000000000000e+00,1.000000000000000000e+00
1.018000030517577947e+01,9.489999771118164062e+00,1.064999961853027166e+01,9.000000000000000000e+00,9.310000419616699219e+00,0.000000000000000000e+00
9.489999771118164062e+00,1.064999961853027166e+01,9.000000000000000000e+00,9.310000419616699219e+00,9.300000190734863281e+00,1.000000000000000000e+00
1.064999961853027166e+01,9.000000000000000000e+00,9.310000419616699219e+00,9.300000190734863281e+00,1.005000019073486328e+01,0.000000000000000000e+00
9.000000000000000000e+00,9.310000419616699219e+00,9.300000190734863281e+00,1.005000019073486328e+01,9.609999656677246094e+00,0.000000000000000000e+00
9.310000419616699219e+00,9.300000190734863281e+00,1.005000019073486328e+01,9.609999656677246094e+00,9.090000152587890625e+00,1.000000000000000000e+00
9.300000190734863281e+00,1.005000019073486328e+01,9.609999656677246094e+00,9.090000152587890625e+00,9.689999580383300781e+00,1.000000000000000000e+00
1.005000019073486328e+01,9.609999656677246094e+00,9.090000152587890625e+00,9.689999580383300781e+00,9.979999542236328125e+00,0.000000000000000000e+00
9.609999656677246094e+00,9.090000152587890625e+00,9.689999580383300781e+00,9.979999542236328125e+00,9.439999580383300781e+00,1.000000000000000000e+00
9.090000152587890625e+00,9.689999580383300781e+00,9.979999542236328125e+00,9.439999580383300781e+00,9.649999618530271661e+00,1.000000000000000000e+00
9.689999580383300781e+00,9.979999542236328125e+00,9.439999580383300781e+00,9.649999618530271661e+00,9.810000419616699219e+00,0.000000000000000000e+00
9.979999542236328125e+00,9.439999580383300781e+00,9.649999618530271661e+00,9.810000419616699219e+00,9.180000305175779474e+00,0.000000000000000000e+00
