,ticker,confidence,prev_close,prediction,actual_closing,percent_error,delta_mu,simulated_shares,num_shares,returns
0,RLX,1.0,5.388199806213379,4.965845506731924,5.389999866485596,7.869283307241162,0.0018000602722167969,0.10783063091861812,290.0,0.5220174789428711
1,XL,1.0,4.829999923706055,4.949999822601673,4.829999923706055,2.4844699956753318,0.0,0.10783063091861812,323.0,0.0
2,RIG,0.8,3.2100000381469727,3.2561088112855057,3.2100000381469727,1.4364103610774437,0.0,0.0862645047348945,389.0,0.0
3,ESGC,1.0,0.4000999927520752,0.4099999961833234,0.4000999927520752,2.474382307070623,0.0,0.10783063091861812,3907.0,0.0
4,YPF,0.873802735650497,3.670000076293945,4.099999929228131,3.6700000762939453,11.716617002591732,4.440892098500626e-16,0.09422270028360759,372.0,1.652011860642233e-13
5,SID,1.0,4.105000019073486,3.9100000917904185,4.105000019073486,4.750302713203884,0.0,0.10783063091861812,380.0,0.0
6,ATIP,0.8,3.4749999046325684,3.728869175448624,3.4800000190734863,7.15141250031937,0.005000114440917969,0.0862645047348945,359.0,1.7950410842895508
7,MFA,1.0,4.505000114440918,4.479999960581147,4.505000114440918,0.5549423579287344,0.0,0.10783063091861812,347.0,0.0
8,DSX,1.0,4.320000171661377,4.139999935118492,4.324999809265137,4.277453926132722,0.004999637603759766,0.10783063091861812,361.0,1.8048691749572754
9,STG,0.8,4.760000228881836,4.510000304733948,4.760000228881836,5.252098994260236,0.0,0.0862645047348945,262.0,0.0
