,ticker,confidence,prev_close,prediction,actual_closing,percent_error,delta_mu,simulated_shares,num_shares,returns
0,BBD,0.850745786651169,3.7100000381469727,3.5599999154177464,3.7100000381469727,4.043129951129234,0.0,0.0579889023833161,1.0,0.0
1,AUY,0.8836785487096156,4.360000133514404,4.270000004354483,4.360000133514404,2.064223082657949,0.0,0.060233679559042845,1.0,0.0
2,BRFS,0.8374280213307088,4.239999771118164,4.309999962406684,4.239999771118164,1.650947996868859,0.0,0.05708113110163624,1.0,0.0
3,UPH,0.901879980475598,2.440000057220459,2.4530544288503826,2.440000057220459,0.5350152181879286,0.0,0.0614743334258917,2.0,0.0
4,YPF,0.8812718507604028,4.400000095367432,4.483215292980516,4.400000095367432,1.8912544502146218,0.0,0.06006963317217517,1.0,0.0
5,HIPO,0.8557386959929357,4.070000171661377,4.260008480953255,4.070000171661377,4.6685086309054515,0.0,0.05832923123004265,1.0,0.0
6,MFA,0.8709178960083409,4.559999942779541,4.539999932431086,4.559999942779541,0.43859672367153635,0.0,0.05936388242874565,1.0,0.0
7,TEF,0.8974045934396085,4.5,4.400089572148684,4.5,2.2202317300292367,0.0,0.06116928015847662,1.0,0.0
8,NEX,0.8510979123865579,4.210000038146973,4.605874668639327,4.210000038146973,9.403197788724919,0.0,0.058012904130038234,1.0,0.0
9,BORR,0.899340887711598,1.2899999618530271,1.3500000393436729,1.2899999618530273,4.651168935265554,2.220446049250313e-16,0.06130126268637812,4.0,8.881784197001252e-16
10,SB,0.8036901163687669,3.7300000190734863,3.930000031280243,3.7300000190734863,5.361930594746637,0.0,0.05478147342697785,1.0,0.0
11,HLX,0.8027797730278295,3.829999923706055,4.030005488589493,3.8299999237060547,5.2220775161244815,-4.440892098500626e-16,0.05471942221031451,1.0,-4.440892098500626e-16
12,CBD,0.9250899115887112,4.340000152587891,4.300000135321733,4.340000152587891,0.9216593516086835,0.0,0.06305637879215771,1.0,0.0
13,CEPU,0.8701828194383198,3.849999904632568,3.930000097015181,3.8499999046325684,2.0779271263448913,4.440892098500626e-16,0.05931377782155035,1.0,4.440892098500626e-16
14,JP,0.8501640891741556,1.4900000095367432,1.5499719638238172,1.4900000095367432,4.024963349209638,0.0,0.057949252468217576,3.0,0.0
15,MTL,0.8341567845512331,3.930000066757202,4.117594138819461,3.930000066757202,4.773385976480411,0.0,0.05685815564497904,1.0,0.0
16,MOGU,0.8552702287046887,0.9200000166893004,0.9999999884316728,0.9200000166893005,8.695648944687967,1.1102230246251565e-16,0.058297299360059646,6.0,6.661338147750939e-16
