ITUB, 0.4221324776883052, 0.11294388291013807, 0.41858375935046205
BBD, 0.4595648103809773, 0.1056765282757942, 0.4608920888045143
EDU, 0.4655431703055065, 0.06272481301759807, 0.4688305041028879
SWN, 0.383282330487509, 0.1178735596162243, 0.3811487715529144
AUY, 0.4056873421386828, 0.08496253594660774, 0.4056264790288158
HL, 0.5818392827764374, 0.06754212885218754, 0.5869883253636294
ESGC, 0.3942939405208639, 0.25259670273314894, 0.3943735180956554
ABEV, 0.397352381153493, 0.05026714895819355, 0.3958042872388667
SOS, 0.5028400893610552, 0.08604656012866152, 0.5076605224844566
RLX, 0.48985236316415265, 0.08599922423359091, 0.4906016744730517
RIG, 0.5051830882707248, 0.07832727770952162, 0.5079004493484889
KOS, 0.6252831888292304, 0.086589635364518, 0.6314985638224587
TAL, 0.4392972801601661, 0.03293169037325652, 0.4407161401573395
IAG, 0.6778191559372317, 0.2259380016710823, 0.68709636166848
CPG, 0.5729167739454724, 0.14505509017197174, 0.577382171752125
SAN, 0.595226171131057, 0.040953584284262684, 0.6011419753923452
GOTU, 0.46548133875658765, 0.06314031187682666, 0.46801889424987864
PSFE, 0.4495296509929532, 0.09986194338503414, 0.45067999507255513
CIG, 0.4283434490605352, 0.09209690513937399, 0.4266768700790005
FSM, 0.626134003469483, 0.4093193727371762, 0.6370052473293681
IVR, 0.5025812498719398, 0.09894321794058689, 0.5075313819441197
HMY, 0.5780774439118036, 0.4268528019657413, 0.5838769101598712
CDE, 0.5751249632285174, 0.10722433333912698, 0.5812028845365863
MPLN, 0.33590349777338363, 0.24111600456365512, 0.3329404596712971
EXPR, 0.28797879241383223, 0.11592921650037333, 0.28234249477661016
LYG, 0.5680182960707167, 0.11407704930011058, 0.5734566970920173
GNW, 0.6087047176467258, 0.07678584584981245, 0.6134509385921646
SID, 0.33243383459048037, 0.1975904360654315, 0.3298030920085914
QD, 0.5145420406629841, 0.06193229822891252, 0.5168642191674796
MUX, 0.5828042593184855, 0.18344947338527248, 0.5902857981235771
HLX, 0.49732130157277277, 0.1106872028531472, 0.49951536217384845
MIC, 0.45222917498989074, 0.21521003618231221, 0.4488833367572479
ORC, 0.42594192667483105, 0.06183033362736513, 0.42558314698056576
MFA, 0.3934542711394916, 0.10800798852504284, 0.39271623281097345
EXK, 0.5364950938932157, 0.1638243575772154, 0.5432318722538775
NEX, 0.38783515930222234, 0.044249225345232304, 0.3854776472999425
BARK, 0.5826184597017308, 0.08725291651021622, 0.5882389753601931
AEG, 0.4057424365164851, 0.33389003675976214, 0.4028446257061234
NAT, 0.4370300080905834, 0.3208347576485506, 0.4380740581337882
HIPO, 0.384372669455004, 0.11665533757166509, 0.3854316602694881
UP, 0.3780608477812274, 0.11770864402538388, 0.3746430027550721
RMO, 0.4778721405916346, 0.3749189843459197, 0.47696142934024416
BHG, 0.7157543537273346, 0.08672413221767869, 0.7319079213315545
BEST, 0.7659380009841581, 0.1332690476361388, 0.7768556233229721
SUNL, 0.5383541472774815, 0.06049082016330101, 0.543081688184307
BODY, 0.3346456359652807, 0.04853682729875536, 0.3329880244532801
CCO, 0.48229698207256766, 0.09404005735470417, 0.4851143513068681
OCFT, 0.4086544494351069, 0.08252667929986061, 0.4085063349065503
WTI, 0.4884923008207564, 0.14989432322403515, 0.48826445051592
BRFS, 0.43732304445419534, 0.45905613382634547, 0.43709722838161064
XL, 0.3582308420792866, 0.2244938788635054, 0.35536390282524716
YPF, 0.3472092509180806, 0.19108499065965223, 0.3423646411527736
FOA, 0.43638456556892075, 0.05463339007335505, 0.43731513641792374
YSG, 0.28424017874579466, 0.08841319706200487, 0.2808774945971863
TEF, 0.30702526298118854, 0.20615656312687855, 0.3003358771878627
IVC, 0.4687735675963078, 0.1445384734592331, 0.4714101932500272
GCI, 0.4415547439204908, 0.07061986209653988, 0.439692981495579
RAAS, 0.538024966080497, 0.11346899709579142, 0.543944139253434
LDI, 0.4649514683208334, 0.623856556809558, 0.4699558640942361
UGP, 0.3481505118476277, 0.09452462963363861, 0.34522585413720586
NEW, 0.4292922708317857, 0.07108275301008334, 0.4316780858553297
DS, 0.41112306518663, 0.18641033987271402, 0.4106837346225383
UPH, 0.46255299104946, 0.09978958652410752, 0.4661851279196068
RGS, 0.30732705562226664, 0.1181012876258673, 0.30456126425690316
TTI, 0.4201576225972472, 0.07157666200587169, 0.4202485180153507
AMRX, 0.5523884492780622, 0.08473639866911403, 0.5556663686332026
SB, 0.5160821776321143, 0.2641721800189326, 0.5147243671358839
ELVT, 0.39769020331252325, 0.2182807310759205, 0.3931159301704909
SPIR, 0.34658124433434007, 0.4250319681540028, 0.34490592817487203
AUD, 0.2721967186666187, 0.3329088765190734, 0.2671246681176298
DOMA, 0.3987841611093955, 0.3073418093907936, 0.3994128228040352
ENIC, 0.36829952351418827, 0.1772268972806087, 0.36907596516912095
BORR, 0.6295943413117449, 0.1021776038091861, 0.6354880259406415
EEX, 0.3637669871728489, 0.2571635115646555, 0.3592101152008827
NMR, 0.3464956270584429, 0.20067838274285252, 0.3432239691565714
ML, 0.48116607496508124, 0.09329216257604905, 0.48470229902893874
NGL, 0.5660471855553638, 0.13048576717429133, 0.5702141920889231
ATIP, 0.5368651439277974, 0.1466039618753873, 0.5396943482668796
LCI, 0.2631427237626529, 0.12008322828549142, 0.2579809523746484
OIS, 0.5138001490401154, 0.09015478333034734, 0.5170311999528246
DSX, 0.46885282860376626, 0.29010245794428857, 0.4652134701659645
NR, 0.4460919754344226, 0.16057750683331343, 0.4452008031317153
