,ticker,confidence,prev_close,prediction,actual_closing,percent_error,delta_mu,simulated_shares,num_shares,returns
0,PSFE,0.8395675400858935,4.494999885559082,6.909999920291185,4.428100109100342,56.04886407356068,-0.06689977645874023,0.1001700498313341,102.0,-6.823777198791504
1,BBD,0.8043580509470512,3.8199999332427983,3.849999854682937,3.7699999809265137,2.1220125772192286,-0.049999952316284624,0.09596915340171175,115.0,-5.749994516372732
2,RLX,0.8479316517524104,4.974999904632568,4.610560768613022,4.625,0.31219959755628834,-0.34999990463256836,0.10116798441363599,93.0,-32.54999113082886
3,ITUB,0.8478551685412514,4.184999942779541,4.07000014795886,4.090000152587891,0.48899764994816025,-0.09499979019165039,0.10115885908814726,111.0,-10.544976711273193
4,CIG,0.8136713256512034,2.5299999713897705,2.50000001622798,2.450000047683716,2.0408150029031673,-0.07999992370605469,0.09708033403538939,176.0,-14.079986572265625
5,CSPR,0.8576983850192292,6.664999961853027,3.640000100861324,6.659999847412109,45.34534257871302,-0.005000114440917969,0.10233326786173892,70.0,-0.3500080108642578
6,ATIP,0.8105144194588675,3.9500000476837163,3.9614964032087303,4.435999870300293,10.696651960439334,0.4859998226165767,0.09670367887008038,112.0,54.43198013305659
7,EXPR,0.8003308521702932,4.309999942779541,4.268490585190107,4.199999809265137,1.6307328341749108,-0.1100001335144043,0.09548866233590987,101.0,-11.110013484954834
8,OCFT,0.8646030664510089,2.9249999523162837,2.910000039382149,3.0450000762939453,4.43349863807243,0.12000012397766158,0.10315707565571354,162.0,19.440020084381175
9,BQ,0.8948923454375513,2.038300037384033,2.0504453677541195,1.8798999786376953,9.072045909592118,-0.1584000587463379,0.10677093450633886,240.0,-38.016014099121094
