,ticker,confidence,prev_close,prediction,actual_closing,percent_error,delta_mu,simulated_shares,num_shares,returns
0,AEZS,0.8262918348638268,0.5600000023841858,0.5500000089188462,0.5600000023841858,1.7857131112080218,0.0,0.02575732118737809,4.0,0.0
1,AGEN,0.8729787597833455,4.260000228881837,4.329999920561459,4.260000228881836,1.6431851624101101,-8.881784197001252e-16,0.027212654605505385,0.0,-0.0
2,AGRI,0.821450093187058,2.2300000190734863,2.2599999585841086,2.2300000190734863,1.3452887557860462,0.0,0.025606393524519842,1.0,0.0
3,ANGN,0.8225933296602261,4.460000038146973,4.550000033714541,4.460000038146973,2.0179371030893862,0.0,0.025642030702318373,0.0,0.0
4,ATY,0.8699032280645396,4.010000228881837,4.1485734810538055,4.010000228881836,3.4556918768707874,-8.881784197001252e-16,0.02711678356459608,0.0,-0.0
5,AUMN,0.8173810754581458,0.4794000089168549,0.4300000135581854,0.47940000891685486,10.304546191036302,-5.551115123125783e-17,0.02547955335481394,5.0,-2.7755575615628914e-16
6,AUY,0.8638457982355686,4.489999771118164,4.359999932877227,4.489999771118164,2.895319484806175,0.0,0.02692796024686292,0.0,0.0
7,AWH,0.8572456316899288,2.5699999332427983,3.1800001083678437,2.569999933242798,23.735415991056247,-4.440892098500626e-16,0.026722218640286052,1.0,-4.440892098500626e-16
8,BBD,0.8490509361017645,3.7999999523162837,3.611463155390611,3.799999952316284,4.961494718197318,4.440892098500626e-16,0.026466772080860807,0.0,0.0
9,BIOC,0.8966007690473281,3.8199999332427983,3.787878596473028,3.819999933242798,0.8408727050029583,-4.440892098500626e-16,0.027949004226827605,0.0,-0.0
10,BMRA,0.8068285923233871,4.5900001525878915,4.570011119184546,4.590000152587891,0.43549090934288454,-8.881784197001252e-16,0.025150609407944176,0.0,-0.0
11,CNCE,0.8526956082628943,3.984999895095825,3.670000048889301,3.984999895095825,7.904638757812303,0.0,0.02658038447241056,0.0,0.0
12,CXDC,0.8749977604599953,0.07150000333786011,0.12845845982252185,0.07150000333786011,79.66217318272706,0.0,0.027275591266273155,38.0,0.0
13,ELYS,0.8600054423597671,4.699999809265137,4.929999815295983,4.699999809265137,4.893617348184699,0.0,0.02680824796653625,0.0,0.0
14,GNPX,0.8266248088217355,2.1199998855590816,2.2000000852233663,2.119999885559082,3.7735945274915332,4.440892098500626e-16,0.025767700712890765,1.0,4.440892098500626e-16
15,GORO,0.8915366257836759,2.190000057220459,2.0370811284563257,2.190000057220459,6.982599304504927,0.0,0.027791143820761408,1.0,0.0
16,GSV,0.8755390279532467,0.5400000214576721,0.4900000052354198,0.5400000214576721,9.259261895450045,0.0,0.027292463756214025,5.0,0.0
17,HIPO,0.8565554621259384,4.099999904632568,4.250043307405268,4.099999904632568,3.6595952747015077,0.0,0.026700704547584914,0.0,0.0
18,HNRG,0.8811674867294085,2.640000104904175,2.672545937625263,2.640000104904175,1.232796644993682,0.0,0.027467915109320288,1.0,0.0
19,KERN,0.8226933680784725,2.640000104904175,2.766144034504592,2.640000104904175,4.778178961663174,0.0,0.025645149118307894,0.0,0.0
20,LPTH,0.8614750001090454,1.8799999952316284,1.996571582022764,1.8799999952316284,6.200616334404473,0.0,0.026854057291225756,1.0,0.0
21,MDGS,0.8471992312782548,1.4800000190734863,1.4600000358748924,1.4800000190734863,1.3513501987057013,0.0,0.0264090503972244,1.0,0.0
22,MFA,0.8789171611913146,4.550000190734863,4.599999895246278,4.550000190734863,1.0988945585811005,0.0,0.027397767547387288,0.0,0.0
23,NEW,0.8515123775668416,0.5882999897003174,0.5400000081771761,0.5882999897003174,8.210093892360176,0.0,0.026543500587333787,4.0,0.0
24,PETV,0.8493827006529169,4.440000057220459,4.650000012481995,4.440000057220459,4.729728661152341,0.0,0.026477113906523436,0.0,0.0
25,PGEN,0.8286411971338887,4.360000133514403,4.849999925028532,4.360000133514404,11.238526984153113,8.881784197001252e-16,0.02583055594055154,0.0,0.0
26,PHAS,0.8490417262592804,3.839999914169312,3.4500000149104464,3.8399999141693115,10.15624760354277,-4.440892098500626e-16,0.026466484989955463,0.0,-0.0
27,PROG,0.8220151953623358,3.0999999046325684,3.5200000885786182,3.0999999046325684,13.54839344731628,0.0,0.025624008993556536,0.0,0.0
28,RAVE,0.8356912868997308,1.2799999713897705,1.2699999712184982,1.2799999713897705,0.7812500308429504,0.0,0.026050322636574343,2.0,0.0
29,RLX,0.8142248760080756,4.489999771118164,4.4299997819014125,4.489999771118164,1.3363027232807516,0.0,0.02538116772453565,0.0,0.0
30,RMTI,0.8420998823742749,0.5370000004768372,0.5299999615105765,0.5370000004768372,1.3035454301759553,0.0,0.026250092554456945,4.0,0.0
31,SCOR,0.8178157516159752,3.690000057220459,3.7599999397880586,3.690000057220459,1.8970157583229936,0.0,0.025493103160024778,0.0,0.0
32,SCPS,0.8177064762404329,3.4200000762939453,3.569999955649126,3.4200000762939453,4.385961286811637,0.0,0.02548969680790201,0.0,0.0
33,SONN,0.8033193348614249,0.6301000118255615,0.6399999793785296,0.6301000118255615,1.5711739989157152,0.0,0.02504121818832519,3.0,0.0
34,SURG,0.8692699490662139,3.0899999141693115,3.2099999927786964,3.0899999141693115,3.883497797495721,0.0,0.027097042875080756,0.0,0.0
35,SWN,0.8339573783026792,5.260000228881836,4.82121891388669,5.260000228881836,8.341849731980366,0.0,0.025996272918594045,0.0,0.0
36,TEF,0.8027192793217088,4.550000190734863,4.440000084356265,4.550000190734863,2.417584654229053,0.0,0.025022513146577705,0.0,0.0
