,ticker,confidence,prev_close,prediction,actual_closing,percent_error,delta_mu,simulated_shares,num_shares,returns
0,ANGN,0.8340889646161642,4.460000038146973,4.550000033714541,4.460000038146973,2.0179371030893862,0.0,0.05163894461441606,1.0,0.0
1,ATIF,0.8193278324320016,3.940000057220459,3.986971525643968,3.940000057220459,1.1921692320138138,0.0,0.05072507412860425,1.0,0.0
2,ATIP,0.8019677777637876,3.829999923706055,3.410000137433621,3.8299999237060547,10.966052079343797,-4.440892098500626e-16,0.04965030280378798,1.0,-4.440892098500626e-16
3,AUY,0.8175570209270118,4.489999771118164,4.359989928980206,4.489999771118164,2.8955422887600935,0.0,0.05061544213356781,1.0,0.0
4,BBD,0.9016393442622952,3.7999999523162837,3.610000482565309,3.799999952316284,4.999986108819853,4.440892098500626e-16,0.05582102885387674,1.0,4.440892098500626e-16
5,BMRA,0.8645347593546315,4.5900001525878915,4.570006477979469,4.590000152587891,0.43559202491854593,-8.881784197001252e-16,0.05352386190134491,1.0,-8.881784197001252e-16
6,CNCE,0.8969276898796855,3.984999895095825,3.670000048889301,3.984999895095825,7.904638757812303,0.0,0.05552932752460928,1.0,0.0
7,CSLT,0.8302009803409282,1.7999999523162842,1.7300000082132443,1.7999999523162842,3.88888588652251,0.0,0.05139823719210527,2.0,0.0
8,CXDC,0.9023654493611436,0.07150000333786011,0.1291660562217284,0.07150000333786011,80.65181845010265,0.0,0.05586598245304219,78.0,0.0
9,DSX,0.8445618283939319,4.829999923706055,4.929999837657232,4.829999923706055,2.070391625895669,0.0,0.05228732584893262,1.0,0.0
10,DXF,0.8637633140971734,1.5299999713897705,1.5574069678584077,1.5299999713897705,1.7913069922309963,0.0,0.05347610126595362,3.0,0.0
11,ENIC,0.8278457741786148,2.240000009536743,2.200000028635157,2.240000009536743,1.7857134255038916,0.0,0.051252424975746315,2.0,0.0
12,IFMK,0.8942348625112579,1.2599999904632568,0.8849835557003566,1.2599999904632568,29.76320933343977,0.0,0.055362612978279796,4.0,0.0
13,KULR,0.8235333547820967,3.440000057220459,3.4000000978233778,3.440000057220459,1.1627894980153413,0.0,0.050985440522267285,1.0,0.0
14,LGHL,0.835888556799126,2.0199999809265137,2.059999959463478,2.0199999809265137,1.980196975973111,0.0,0.051750358438368595,2.0,0.0
15,NERV,0.8389382806489987,1.350000023841858,1.3700000235228371,1.350000023841858,1.4814814316864082,0.0,0.05193916865844544,3.0,0.0
16,OWLT,0.8789171611913146,4.420000076293945,4.260000142786408,4.420000076293945,3.619907935424581,0.0,0.054414284965758106,1.0,0.0
17,RGS,0.8164522594338319,2.990000009536743,2.966602842176551,2.990000009536743,0.7825139560389864,0.0,0.05054704569148719,1.0,0.0
18,SURG,0.8595787926291154,3.0899999141693115,3.2099999927786964,3.0899999141693115,3.883497797495721,0.0,0.05321703504940642,1.0,0.0
